film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,first_name,last_name,category_id
378,Greatest north,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,2006,1,5,2.99,93,24.99,NC-17,"Trailers,Commentaries,Behind the Scenes",Helen,Voight,12
379,Greedy roots,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,2006,1,7,0.99,166,14.99,R,"Trailers,Commentaries,Deleted Scenes",Jennifer,Davis,7
380,Greek everyone,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,2006,1,7,2.99,176,11.99,PG,"Trailers,Deleted Scenes",Sissy,Sobieski,9
380,Greek everyone,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,2006,1,7,2.99,176,11.99,PG,"Trailers,Deleted Scenes",Burt,Dukakis,9
381,Grinch massage,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,7,4.99,150,25.99,R,Trailers,Uma,Wood,10
381,Grinch massage,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,2006,1,7,4.99,150,25.99,R,Trailers,Burt,Dukakis,10
383,Groove fiction,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,2006,1,6,0.99,111,13.99,NC-17,Behind the Scenes,Johnny,Lollobrigida,15
385,Groundhog uncut,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,6,4.99,139,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Uma,Wood,5
386,Gump date,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,2006,1,3,4.99,53,12.99,NC-17,Deleted Scenes,Dan,Torn,16
387,Gun bonnie,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,2006,1,7,0.99,100,27.99,G,Behind the Scenes,Burt,Dukakis,10
389,Gunfighter mussolini,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,2006,1,3,2.99,127,9.99,PG-13,"Trailers,Commentaries",Audrey,Olivier,15
389,Gunfighter mussolini,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,2006,1,3,2.99,127,9.99,PG-13,"Trailers,Commentaries",Judy,Dean,15
390,Guys falcon,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,2006,1,4,4.99,84,20.99,R,"Trailers,Commentaries,Behind the Scenes",Rip,Crawford,14
390,Guys falcon,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,2006,1,4,4.99,84,20.99,R,"Trailers,Commentaries,Behind the Scenes",Burt,Dukakis,14
392,Hall cassidy,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,2006,1,5,4.99,51,13.99,NC-17,"Commentaries,Behind the Scenes",Johnny,Lollobrigida,3
392,Hall cassidy,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,2006,1,5,4.99,51,13.99,NC-17,"Commentaries,Behind the Scenes",Rip,Crawford,3
393,Halloween nuts,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,2006,1,6,2.99,47,19.99,PG-13,Deleted Scenes,Ed,Chase,6
393,Halloween nuts,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,2006,1,6,2.99,47,19.99,PG-13,Deleted Scenes,Audrey,Olivier,6
395,Handicap boondock,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,2006,1,4,0.99,108,28.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",Zero,Cage,1
396,Hanging deep,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,2006,1,5,4.99,62,18.99,G,"Trailers,Commentaries,Deleted Scenes",Matthew,Johansson,7
398,Hanover galaxy,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,1,5,4.99,47,21.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",Jennifer,Davis,12
398,Hanover galaxy,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,1,5,4.99,47,21.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",Kirsten,Paltrow,12
398,Hanover galaxy,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,1,5,4.99,47,21.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",Julia,Mcqueen,12
399,Happiness united,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,2006,1,6,2.99,100,23.99,G,Deleted Scenes,Nick,Wahlberg,9
400,Hardly robbers,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,2006,1,7,2.99,72,15.99,R,"Trailers,Behind the Scenes",Karl,Berry,6
401,Harold french,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,2006,1,6,0.99,168,10.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",Tim,Hackman,7
404,Hate handicap,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,2006,1,4,0.99,107,26.99,PG,"Trailers,Commentaries,Behind the Scenes",Bob,Fawcett,5
404,Hate handicap,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,2006,1,4,0.99,107,26.99,PG,"Trailers,Commentaries,Behind the Scenes",Kevin,Bloom,5
405,Haunted antitrust,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,2006,1,6,4.99,76,13.99,NC-17,"Trailers,Deleted Scenes",Cameron,Streep,16
410,Heaven freedom,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,2006,1,7,2.99,48,19.99,PG,Commentaries,Burt,Dukakis,5
411,Heavenly gun,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,2006,1,5,4.99,49,13.99,NC-17,Behind the Scenes,Johnny,Lollobrigida,12
411,Heavenly gun,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,2006,1,5,4.99,49,13.99,NC-17,Behind the Scenes,Kevin,Bloom,12
414,Hellfighters sierra,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2006,1,3,2.99,75,23.99,PG,"Deleted Scenes,Behind the Scenes",Grace,Mostel,9
414,Hellfighters sierra,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2006,1,3,2.99,75,23.99,PG,"Deleted Scenes,Behind the Scenes",Cuba,Olivier,9
414,Hellfighters sierra,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2006,1,3,2.99,75,23.99,PG,"Deleted Scenes,Behind the Scenes",Sandra,Kilmer,9
415,High encino,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,2006,1,3,2.99,84,23.99,R,"Trailers,Commentaries,Behind the Scenes",Vivien,Bergen,11
415,High encino,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,2006,1,3,2.99,84,23.99,R,"Trailers,Commentaries,Behind the Scenes",Julia,Mcqueen,11
416,Highball potter,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,2006,1,6,0.99,110,10.99,R,Deleted Scenes,Karl,Berry,9
417,Hills neighbors,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,2006,1,5,0.99,93,29.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Vivien,Bergen,1
418,Hobbit alien,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,1,5,0.99,157,27.99,PG-13,Commentaries,Vivien,Bergen,7
418,Hobbit alien,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,1,5,0.99,157,27.99,PG-13,Commentaries,Elvis,Marx,7
419,Hocus frida,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,2006,1,4,2.99,141,19.99,G,"Trailers,Deleted Scenes,Behind the Scenes",Sandra,Kilmer,8
420,Holes brannigan,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,2006,1,7,4.99,128,27.99,PG,"Commentaries,Behind the Scenes",Karl,Berry,15
420,Holes brannigan,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,2006,1,7,4.99,128,27.99,PG,"Commentaries,Behind the Scenes",Kevin,Bloom,15
426,Home pity,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,2006,1,7,4.99,185,15.99,R,"Trailers,Commentaries,Behind the Scenes",Kirsten,Paltrow,12
426,Home pity,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,2006,1,7,4.99,185,15.99,R,"Trailers,Commentaries,Behind the Scenes",Burt,Dukakis,12
427,Homeward cider,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,5,0.99,103,19.99,R,Trailers,Uma,Wood,6
427,Homeward cider,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,5,0.99,103,19.99,R,Trailers,Tim,Hackman,6
427,Homeward cider,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,2006,1,5,0.99,103,19.99,R,Trailers,Burt,Dukakis,6
428,Homicide peach,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,1,6,2.99,141,21.99,PG-13,Commentaries,Bob,Fawcett,8
429,Honey ties,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,1,3,0.99,84,29.99,R,"Trailers,Commentaries,Deleted Scenes",Zero,Cage,15
429,Honey ties,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,1,3,0.99,84,29.99,R,"Trailers,Commentaries,Deleted Scenes",Kirsten,Paltrow,15
430,Hook chariots,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,2006,1,7,0.99,49,23.99,G,"Trailers,Commentaries,Behind the Scenes",Elvis,Marx,2
431,Hoosiers birdcage,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,1,3,2.99,176,12.99,G,"Trailers,Commentaries,Deleted Scenes",Sissy,Sobieski,9
431,Hoosiers birdcage,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,1,3,2.99,176,12.99,G,"Trailers,Commentaries,Deleted Scenes",Tim,Hackman,9
433,Horn working,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,2006,1,4,2.99,95,23.99,PG,Trailers,Zero,Cage,2
434,Horror reign,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,2006,1,3,0.99,139,25.99,R,"Deleted Scenes,Behind the Scenes",Joe,Swank,16
435,Hotel happiness,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,2006,1,6,4.99,181,28.99,PG-13,Behind the Scenes,Sandra,Kilmer,9
436,Hours rage,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,2006,1,4,0.99,122,14.99,NC-17,"Trailers,Deleted Scenes",Alec,Wayne,13
438,Human graffiti,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,3,2.99,68,22.99,NC-17,"Trailers,Behind the Scenes",Penelope,Guiness,10
438,Human graffiti,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,3,2.99,68,22.99,NC-17,"Trailers,Behind the Scenes",Fred,Costner,10
438,Human graffiti,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,3,2.99,68,22.99,NC-17,"Trailers,Behind the Scenes",Audrey,Olivier,10
441,Hunter alter,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,2006,1,5,2.99,125,21.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",Ed,Chase,6
444,Hustler party,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,2006,1,3,4.99,83,22.99,NC-17,"Trailers,Commentaries,Behind the Scenes",Alec,Wayne,5
445,Hyde doctor,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,1,5,2.99,100,11.99,G,"Trailers,Deleted Scenes",Cuba,Olivier,4
445,Hyde doctor,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2006,1,5,2.99,100,11.99,G,"Trailers,Deleted Scenes",Lucille,Tracy,4
448,Idaho love,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,2006,1,3,2.99,172,25.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Tom,Mckellen,13
449,Identity lover,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,1,4,2.99,119,12.99,PG-13,Deleted Scenes,Sandra,Kilmer,14
449,Identity lover,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,1,4,2.99,119,12.99,PG-13,Deleted Scenes,Alec,Wayne,14
450,Idols snatchers,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,2006,1,5,2.99,84,29.99,NC-17,Trailers,Tom,Mckellen,3
451,Igby maker,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,2006,1,7,4.99,160,12.99,NC-17,"Trailers,Behind the Scenes",Bette,Nicholson,16
453,Image princess,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",Ed,Chase,15
453,Image princess,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",Zero,Cage,15
453,Image princess,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",Fred,Costner,15
453,Image princess,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,3,2.99,178,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",Burt,Dukakis,15
454,Impact aladdin,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,2006,1,6,0.99,180,20.99,PG-13,"Trailers,Deleted Scenes",Vivien,Bergen,12
455,Impossible prejudice,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,2006,1,7,4.99,103,11.99,NC-17,Deleted Scenes,Fred,Costner,9
456,Inch jet,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,6,4.99,167,18.99,NC-17,Deleted Scenes,Uma,Wood,2
456,Inch jet,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,2006,1,6,4.99,167,18.99,NC-17,Deleted Scenes,Fred,Costner,2
457,Independence hotel,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,2006,1,5,0.99,157,21.99,NC-17,"Trailers,Behind the Scenes",Karl,Berry,6
457,Independence hotel,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,2006,1,5,0.99,157,21.99,NC-17,"Trailers,Behind the Scenes",Helen,Voight,6
458,Indian love,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,4,0.99,135,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Nick,Wahlberg,8
458,Indian love,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,4,0.99,135,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Matthew,Johansson,8
458,Indian love,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,4,0.99,135,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Tom,Mckellen,8
460,Innocent usual,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,2006,1,3,4.99,178,26.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",Dan,Torn,9
462,Insider arizona,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,1,5,2.99,78,17.99,NC-17,Commentaries,Dan,Torn,12
462,Insider arizona,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,1,5,2.99,78,17.99,NC-17,Commentaries,Julia,Mcqueen,12
462,Insider arizona,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,1,5,2.99,78,17.99,NC-17,Commentaries,Alec,Wayne,12
463,Instinct airport,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,1,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes",Jennifer,Davis,15
463,Instinct airport,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,1,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes",Grace,Mostel,15
463,Instinct airport,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2006,1,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes",Cameron,Streep,15
466,Intolerable intentions,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,2006,1,6,4.99,63,20.99,PG-13,"Commentaries,Behind the Scenes",Burt,Dukakis,6
467,Intrigue worst,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,2006,1,6,0.99,181,10.99,G,Deleted Scenes,Val,Bolger,9
469,Iron moon,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,2006,1,7,4.99,46,27.99,PG,"Commentaries,Behind the Scenes",Helen,Voight,4
472,Italian african,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,2006,1,3,4.99,174,24.99,G,"Trailers,Commentaries,Deleted Scenes",Vivien,Bergen,16
473,Jacket frisco,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006,1,5,2.99,181,16.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",Bob,Fawcett,7
473,Jacket frisco,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2006,1,5,2.99,181,16.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",Milla,Peck,7
475,Japanese run,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,2006,1,6,0.99,135,29.99,G,Deleted Scenes,Vivien,Bergen,11
477,Jawbreaker brooklyn,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006,1,5,0.99,118,15.99,PG,"Trailers,Behind the Scenes",Christian,Gable,12
477,Jawbreaker brooklyn,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006,1,5,0.99,118,15.99,PG,"Trailers,Behind the Scenes",Julia,Mcqueen,12
477,Jawbreaker brooklyn,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,2006,1,5,0.99,118,15.99,PG,"Trailers,Behind the Scenes",Val,Bolger,12
